Latitude (decimal degrees):	48.125
Longitude (decimal degrees):	11.583
Elevation (m):	520
Radiation database:	PVGIS-SARAH2


Slope: 37 deg. (optimum)
Azimuth: 4 deg. (optimum)
Nominal power of the PV system (CdTe) (kWp):	4.0
System losses (%):	0.0
time,P,G(i),H_sun,T2m,WS10m,Int
20160220:2010,0.0,0.0,0.0,3.75,5.72,0.0
20160220:2110,0.0,0.0,0.0,4.3,5.86,0.0
20160220:2210,0.0,0.0,0.0,4.94,6.07,0.0
20160220:2310,0.0,0.0,0.0,5.62,6.48,0.0
20160221:0010,0.0,0.0,0.0,6.25,6.9,0.0
20160221:0110,0.0,0.0,0.0,6.62,6.97,0.0
20160221:0210,0.0,0.0,0.0,6.96,6.97,0.0
20160221:0310,0.0,0.0,0.0,7.31,7.03,0.0
20160221:0410,0.0,0.0,0.0,7.66,7.03,0.0
20160221:0510,0.0,0.0,0.0,8.19,6.9,0.0
20160221:0610,0.0,0.0,0.0,8.47,6.83,0.0
20160221:0710,11.44,22.93,8.54,9.09,6.62,0.0
20160221:0810,65.2,41.28,16.97,8.82,6.41,0.0
20160221:0910,138.28,62.38,23.95,8.81,6.28,0.0
20160221:1010,329.52,111.92,28.88,9.1,6.21,0.0
20160221:1110,1320.52,346.83,31.19,9.6,5.86,0.0
20160221:1210,2003.04,510.38,30.54,10.32,5.52,0.0
20160221:1310,969.16,264.57,27.04,10.73,6.07,0.0
20160221:1410,2486.36,629.49,21.14,11.35,5.45,0.0
20160221:1510,1741.16,450.96,13.47,11.42,5.45,0.0
20160221:1610,155.08,70.61,4.58,10.94,5.1,0.0
20160221:1710,0.0,0.0,0.0,9.88,4.62,0.0
20160221:1810,0.0,0.0,0.0,9.05,4.41,0.0
20160221:1910,0.0,0.0,0.0,9.91,4.14,0.0
20160221:2010,0.0,0.0,0.0,9.17,3.79,0.0
20160221:2110,0.0,0.0,0.0,8.41,3.38,0.0
20160221:2210,0.0,0.0,0.0,7.72,3.31,0.0
20160221:2310,0.0,0.0,0.0,7.5,3.72,0.0
20160222:0010,0.0,0.0,0.0,7.54,4.0,0.0
20160222:0110,0.0,0.0,0.0,7.37,3.79,0.0
20160222:0210,0.0,0.0,0.0,7.12,3.59,0.0
20160222:0310,0.0,0.0,0.0,7.03,3.72,0.0
20160222:0410,0.0,0.0,0.0,7.07,3.72,0.0
20160222:0510,0.0,0.0,0.0,7.22,3.79,0.0
20160222:0610,0.0,0.0,0.0,7.37,4.0,0.0
20160222:0710,808.44,240.12,8.85,9.08,4.69,0.0
20160222:0810,1992.28,511.89,17.29,10.71,4.97,0.0
20160222:0910,2795.4,713.53,24.29,12.35,4.0,0.0
20160222:1010,3345.88,859.45,29.24,13.94,4.83,0.0
20160222:1110,3591.32,928.09,31.56,15.13,5.24,0.0
20160222:1210,3560.12,920.6,30.9,15.76,5.31,0.0
20160222:1310,3390.6,873.79,27.37,15.83,5.1,0.0
20160222:1410,1707.24,443.56,21.45,15.53,4.69,0.0
20160222:1510,601.2,179.28,13.75,14.71,4.69,0.0
20160222:1610,66.0,43.13,4.85,13.55,4.41,0.0
20160222:1710,0.0,0.0,0.0,12.34,3.93,0.0
20160222:1810,0.0,0.0,0.0,11.35,3.59,0.0
20160222:1910,0.0,0.0,0.0,9.84,2.28,0.0
20160222:2010,0.0,0.0,0.0,8.78,2.34,0.0
20160222:2110,0.0,0.0,0.0,8.97,2.69,0.0
20160222:2210,0.0,0.0,0.0,8.84,3.31,0.0
20160222:2310,0.0,0.0,0.0,7.96,3.66,0.0
20160223:0010,0.0,0.0,0.0,7.22,3.93,0.0
20160223:0110,0.0,0.0,0.0,6.8,4.0,0.0
20160223:0210,0.0,0.0,0.0,6.5,3.86,0.0
20160223:0310,0.0,0.0,0.0,6.43,3.93,0.0
20160223:0410,0.0,0.0,0.0,6.28,3.93,0.0
20160223:0510,0.0,0.0,0.0,5.9,3.86,0.0
20160223:0610,0.0,0.0,0.0,5.59,4.0,0.0
20160223:0710,280.04,101.6,9.15,7.05,4.07,0.0
20160223:0810,138.48,62.38,17.61,7.92,3.45,0.0
20160223:0910,394.32,127.73,24.63,8.16,4.62,0.0
20160223:1010,522.44,158.9,29.6,8.49,5.1,0.0
20160223:1110,1831.72,468.1,31.92,8.57,4.9,0.0
20160223:1210,326.44,111.01,31.26,8.28,5.59,0.0
20160223:1310,1457.6,377.06,27.71,7.84,5.86,0.0
20160223:1410,864.08,237.59,21.76,6.96,6.14,0.0
20160223:1510,239.96,88.79,14.04,6.16,5.31,0.0
20160223:1610,41.08,33.97,5.12,4.42,3.86,0.0
20160223:1710,0.0,0.0,0.0,2.23,2.76,0.0
20160223:1810,0.0,0.0,0.0,1.02,2.69,0.0
20160223:1910,0.0,0.0,0.0,0.66,2.76,0.0
20160223:2010,0.0,0.0,0.0,0.49,2.9,0.0
20160223:2110,0.0,0.0,0.0,0.31,3.1,0.0
20160223:2210,0.0,0.0,0.0,0.06,2.9,0.0
20160223:2310,0.0,0.0,0.0,-0.03,2.76,0.0
20160224:0010,0.0,0.0,0.0,-0.27,2.76,0.0
20160224:0110,0.0,0.0,0.0,-0.57,2.83,0.0
20160224:0210,0.0,0.0,0.0,-0.66,2.83,0.0
20160224:0310,0.0,0.0,0.0,-0.57,2.83,0.0
20160224:0410,0.0,0.0,0.0,-0.32,2.76,0.0
20160224:0510,0.0,0.0,0.0,-0.07,2.48,0.0
20160224:0610,0.0,0.0,0.0,-0.16,2.41,0.0
20160224:0710,149.32,65.06,9.46,-0.57,1.45,0.0
20160224:0810,399.04,127.14,17.94,0.26,2.0,0.0
20160224:0910,777.32,216.35,24.98,1.02,2.34,0.0
20160224:1010,560.16,166.41,29.97,2.33,2.14,0.0
20160224:1110,1775.44,453.03,32.29,3.34,2.14,0.0
20160224:1210,1367.0,356.16,31.62,4.07,2.28,0.0
20160224:1310,2369.4,599.93,28.05,4.52,1.93,0.0
20160224:1410,1815.8,463.23,22.07,5.22,2.0,0.0
20160224:1510,1505.92,392.22,14.32,4.88,1.31,0.0
20160224:1610,329.04,117.38,5.38,4.3,0.9,0.0
20160224:1710,0.0,0.0,0.0,2.75,1.66,0.0
20160224:1810,0.0,0.0,0.0,1.08,1.72,0.0
20160224:1910,0.0,0.0,0.0,0.47,1.52,0.0
20160224:2010,0.0,0.0,0.0,0.19,1.59,0.0
20160224:2110,0.0,0.0,0.0,-0.03,1.59,0.0
20160224:2210,0.0,0.0,0.0,-0.15,1.52,0.0
20160224:2310,0.0,0.0,0.0,-0.1,1.38,0.0
20160225:0010,0.0,0.0,0.0,-0.03,1.24,0.0
20160225:0110,0.0,0.0,0.0,0.15,1.1,0.0
20160225:0210,0.0,0.0,0.0,0.01,1.03,0.0
20160225:0310,0.0,0.0,0.0,0.0,0.9,0.0
20160225:0410,0.0,0.0,0.0,-0.05,0.97,0.0
20160225:0510,0.0,0.0,0.0,-0.15,1.03,0.0
20160225:0610,0.0,0.0,0.0,-0.27,1.1,0.0
20160225:0710,99.64,51.01,9.78,0.02,1.59,0.0
20160225:0810,239.72,88.07,18.27,0.22,1.38,0.0
20160225:0910,441.88,137.79,25.33,0.59,1.38,0.0
20160225:1010,147.8,64.22,30.33,0.78,1.66,0.0
20160225:1110,432.56,135.78,32.67,1.49,1.72,0.0
20160225:1210,275.28,97.24,31.98,1.65,1.52,0.0
20160225:1310,602.36,176.42,28.39,2.08,1.38,0.0
20160225:1410,181.72,73.39,22.38,2.19,1.38,0.0
20160225:1510,147.24,64.22,14.61,2.08,1.03,0.0
20160225:1610,77.4,45.61,5.65,1.67,0.9,0.0
20160225:1710,0.0,0.0,0.0,1.26,1.17,0.0
20160225:1810,0.0,0.0,0.0,0.41,1.45,0.0
20160225:1910,0.0,0.0,0.0,0.11,0.83,0.0
20160225:2010,0.0,0.0,0.0,-1.05,1.1,0.0
20160225:2110,0.0,0.0,0.0,-0.9,1.24,0.0
20160225:2210,0.0,0.0,0.0,-1.22,1.24,0.0
20160225:2310,0.0,0.0,0.0,-1.54,1.24,0.0
20160226:0010,0.0,0.0,0.0,-1.96,1.24,0.0
20160226:0110,0.0,0.0,0.0,-1.84,1.17,0.0
20160226:0210,0.0,0.0,0.0,-2.18,1.1,0.0
20160226:0310,0.0,0.0,0.0,-2.41,0.9,0.0
20160226:0410,0.0,0.0,0.0,-2.74,0.76,0.0
20160226:0510,0.0,0.0,0.0,-2.94,0.48,0.0
20160226:0610,0.0,0.0,0.0,-3.17,0.48,0.0
20160226:0710,391.96,128.43,10.1,-2.58,0.41,0.0
20160226:0810,1162.24,306.3,18.61,-1.25,0.62,0.0
20160226:0910,1438.72,369.36,25.69,-1.33,1.31,0.0
20160226:1010,1237.12,324.56,30.7,1.71,1.66,0.0
20160226:1110,2298.48,580.95,33.04,2.71,1.93,0.0
20160226:1210,2241.92,566.75,32.35,3.36,2.21,0.0
20160226:1310,2202.12,556.68,28.73,4.13,2.34,0.0
20160226:1410,2232.52,563.14,22.7,4.32,2.55,0.0
20160226:1510,1454.44,377.13,14.9,3.94,2.83,0.0
20160226:1610,244.92,93.53,5.91,3.06,2.76,0.0
20160226:1710,0.0,0.0,0.0,1.56,2.9,0.0
20160226:1810,0.0,0.0,0.0,0.52,2.97,0.0
20160226:1910,0.0,0.0,0.0,-0.11,2.69,0.0
20160226:2010,0.0,0.0,0.0,-0.67,2.55,0.0
20160226:2110,0.0,0.0,0.0,-1.11,2.28,0.0
20160226:2210,0.0,0.0,0.0,-1.53,2.0,0.0
20160226:2310,0.0,0.0,0.0,-2.01,1.93,0.0
20160227:0010,0.0,0.0,0.0,-2.54,1.79,0.0
20160227:0110,0.0,0.0,0.0,-2.75,1.72,0.0
20160227:0210,0.0,0.0,0.0,-3.19,1.66,0.0
20160227:0310,0.0,0.0,0.0,-3.54,1.59,0.0
20160227:0410,0.0,0.0,0.0,-3.59,1.59,0.0
20160227:0510,0.0,0.0,0.0,-3.49,1.59,0.0
20160227:0610,0.0,0.0,0.0,-3.29,1.52,0.0
20160227:0710,254.32,92.73,10.42,-2.32,1.31,0.0
20160227:0810,590.4,172.3,18.95,-0.76,1.59,0.0
20160227:0910,1214.2,318.49,26.04,1.42,1.59,0.0
20160227:1010,2479.28,627.35,31.08,3.04,1.66,0.0
20160227:1110,3508.2,902.39,33.42,4.74,1.86,0.0
20160227:1210,0.0,0.0,0.0,6.13,2.0,0.0
20160227:1310,3015.24,770.69,29.07,7.07,2.07,0.0
20160227:1410,2649.92,674.0,23.01,7.6,2.28,0.0
20160227:1510,1849.4,476.92,15.18,7.38,2.34,0.0
20160227:1610,618.56,192.74,6.18,6.06,2.34,0.0
20160227:1710,0.0,0.0,0.0,3.91,2.55,0.0
20160227:1810,0.0,0.0,0.0,2.52,2.55,0.0
20160227:1910,0.0,0.0,0.0,1.49,2.14,0.0
20160227:2010,0.0,0.0,0.0,0.5,2.0,0.0
20160227:2110,0.0,0.0,0.0,-0.51,1.86,0.0
20160227:2210,0.0,0.0,0.0,-1.42,1.72,0.0
20160227:2310,0.0,0.0,0.0,-2.07,1.66,0.0
20160228:0010,0.0,0.0,0.0,-2.36,1.66,0.0
20160228:0110,0.0,0.0,0.0,-2.15,1.72,0.0
20160228:0210,0.0,0.0,0.0,-1.83,1.72,0.0
20160228:0310,0.0,0.0,0.0,-1.58,1.59,0.0
20160228:0410,0.0,0.0,0.0,-1.11,1.66,0.0
20160228:0510,0.0,0.0,0.0,-0.78,1.79,0.0
20160228:0610,0.0,0.0,0.0,-0.49,2.0,0.0
20160228:0710,66.8,41.28,10.74,0.58,2.48,0.0
20160228:0810,127.28,58.71,19.29,1.71,2.76,0.0
20160228:0910,174.56,71.56,26.4,2.93,2.48,0.0
20160228:1010,248.6,90.82,31.45,3.9,2.48,0.0
20160228:1110,254.64,92.66,33.8,5.92,2.9,0.0
20160228:1210,0.0,0.0,0.0,6.88,2.69,0.0
20160228:1310,540.96,163.73,29.41,8.89,2.76,0.0
20160228:1410,392.68,127.85,23.32,9.51,2.28,0.0
20160228:1510,147.92,65.14,15.47,9.3,2.41,0.0
20160228:1610,32.76,30.96,6.45,7.83,2.83,0.0
20160228:1710,0.0,0.0,0.0,5.92,3.03,0.0
20160228:1810,0.0,0.0,0.0,4.38,2.97,0.0
20160228:1910,0.0,0.0,0.0,2.84,2.0,0.0
20160228:2010,0.0,0.0,0.0,2.09,1.59,0.0
20160228:2110,0.0,0.0,0.0,1.5,1.66,0.0
20160228:2210,0.0,0.0,0.0,1.07,1.66,0.0
20160228:2310,0.0,0.0,0.0,0.85,1.66,0.0
20160229:0010,0.0,0.0,0.0,0.59,1.79,0.0
20160229:0110,0.0,0.0,0.0,1.07,1.86,0.0
20160229:0210,0.0,0.0,0.0,1.5,2.0,0.0
20160229:0310,0.0,0.0,0.0,1.7,1.93,0.0
20160229:0410,0.0,0.0,0.0,1.87,1.52,0.0
20160229:0510,0.0,0.0,0.0,1.91,1.31,0.0
20160229:0610,0.0,0.0,0.0,2.02,1.31,0.0
20160229:0710,255.88,93.54,10.74,1.71,1.52,0.0
20160229:0810,546.96,163.12,19.29,2.62,1.72,0.0
20160229:0910,295.92,102.75,26.4,3.73,1.72,0.0
20160229:1010,205.28,79.81,31.45,4.39,1.59,0.0
20160229:1110,222.6,84.4,33.8,4.69,0.55,0.0
20160229:1210,0.0,0.0,0.0,4.61,0.41,0.0
20160229:1310,212.12,81.65,29.41,4.41,0.55,0.0
20160229:1410,153.2,66.05,23.32,4.04,0.55,0.0
20160229:1510,156.88,66.97,15.47,3.57,1.17,0.0
20160229:1610,11.88,22.93,6.45,2.62,1.52,0.0
20160229:1710,0.0,0.0,0.0,1.59,1.45,0.0
20160229:1810,0.0,0.0,0.0,1.14,1.66,0.0
20160229:1910,0.0,0.0,0.0,0.71,2.97,0.0
20160229:2010,0.0,0.0,0.0,0.45,3.1,0.0
20160229:2110,0.0,0.0,0.0,0.21,3.24,0.0
20160229:2210,0.0,0.0,0.0,-0.09,3.38,0.0
20160229:2310,0.0,0.0,0.0,-0.42,3.45,0.0
20160301:0010,0.0,0.0,0.0,-0.8,3.31,0.0
20160301:0110,0.0,0.0,0.0,-1.18,3.17,0.0
20160301:0210,0.0,0.0,0.0,-1.39,3.31,0.0
20160301:0310,0.0,0.0,0.0,-1.59,3.31,0.0
20160301:0410,0.0,0.0,0.0,-1.69,3.38,0.0
20160301:0510,0.0,0.0,0.0,-1.83,3.45,0.0
20160301:0610,0.0,0.0,0.0,-1.87,3.38,0.0
20160301:0710,227.12,85.26,11.07,-1.99,3.72,0.0
20160301:0810,190.84,75.23,19.63,-1.74,3.66,0.0
20160301:0910,92.2,48.62,26.77,-1.28,4.28,0.0
20160301:1010,222.6,83.48,31.83,-0.74,4.28,0.0
20160301:1110,172.64,70.64,34.18,-0.26,4.55,0.0
20160301:1210,85.44,46.79,33.45,0.39,4.14,0.0
20160301:1310,239.84,88.07,29.75,0.68,3.72,0.0
20160301:1410,130.88,59.63,23.63,1.11,3.59,0.0
20160301:1510,75.84,44.04,15.75,1.27,3.1,0.0
20160301:1610,63.28,40.7,6.71,1.4,2.62,0.0
20160301:1710,0.0,0.0,0.0,1.17,2.28,0.0
20160301:1810,0.0,0.0,0.0,0.68,2.28,0.0
20160301:1910,0.0,0.0,0.0,0.09,1.93,0.0
20160301:2010,0.0,0.0,0.0,-0.57,2.07,0.0
20160301:2110,0.0,0.0,0.0,-0.89,2.28,0.0
20160301:2210,0.0,0.0,0.0,-0.8,2.41,0.0
20160301:2310,0.0,0.0,0.0,-0.2,2.62,0.0
20160302:0010,0.0,0.0,0.0,0.38,2.62,0.0
20160302:0110,0.0,0.0,0.0,0.64,2.48,0.0
20160302:0210,0.0,0.0,0.0,0.86,2.41,0.0
20160302:0310,0.0,0.0,0.0,1.17,2.55,0.0
20160302:0410,0.0,0.0,0.0,1.6,2.69,0.0
20160302:0510,0.0,0.0,0.0,1.98,2.9,0.0
20160302:0610,0.0,0.0,0.0,2.31,3.03,0.0
20160302:0710,218.76,83.6,11.4,2.35,2.76,0.0
20160302:0810,513.72,155.18,19.98,2.82,2.48,0.0
20160302:0910,1066.44,284.92,27.13,3.2,2.14,0.0
20160302:1010,1310.44,343.28,32.21,3.12,1.45,0.0
20160302:1110,422.04,133.94,34.56,4.3,1.52,0.0
20160302:1210,938.64,257.78,33.82,5.99,1.17,0.0
20160302:1310,384.08,125.68,30.1,8.16,0.69,0.0
20160302:1410,353.48,117.43,23.95,5.44,1.24,0.0
20160302:1510,31.76,30.27,16.04,4.88,1.79,0.0
20160302:1610,14.12,23.85,6.98,4.28,1.93,0.0
20160302:1710,0.0,0.0,0.0,4.05,2.69,0.0
20160302:1810,0.0,0.0,0.0,2.98,3.86,0.0
20160302:1910,0.0,0.0,0.0,1.08,3.31,0.0
20160302:2010,0.0,0.0,0.0,0.83,3.66,0.0
20160302:2110,0.0,0.0,0.0,0.71,2.62,0.0
20160302:2210,0.0,0.0,0.0,0.52,2.83,0.0
20160302:2310,0.0,0.0,0.0,0.26,2.62,0.0
20160303:0010,0.0,0.0,0.0,-0.01,2.48,0.0
20160303:0110,0.0,0.0,0.0,-0.48,2.41,0.0
20160303:0210,0.0,0.0,0.0,-0.59,2.69,0.0
20160303:0310,0.0,0.0,0.0,-0.7,3.1,0.0
20160303:0410,0.0,0.0,0.0,-0.67,3.24,0.0
20160303:0510,0.0,0.0,0.0,-0.72,3.1,0.0
20160303:0610,0.0,6.01,2.25,-0.76,2.83,0.0
20160303:0710,82.44,45.87,11.73,-0.65,2.0,0.0
20160303:0810,82.4,45.87,20.33,-0.26,2.76,0.0
20160303:0910,280.04,98.16,27.5,0.47,2.76,0.0
20160303:1010,471.44,144.95,32.59,1.24,2.62,0.0
20160303:1110,1334.04,347.53,34.95,2.01,2.41,0.0
20160303:1210,972.08,263.23,34.19,2.47,2.28,0.0
20160303:1310,1244.56,326.69,30.44,2.72,1.93,0.0
20160303:1410,965.0,260.83,24.26,2.75,1.72,0.0
20160303:1510,417.36,132.17,16.32,2.66,1.03,0.0
20160303:1610,9.48,22.02,7.24,4.13,0.14,0.0
20160303:1710,0.0,0.0,0.0,3.67,0.55,0.0
20160303:1810,0.0,0.0,0.0,0.5,1.66,0.0
20160303:1910,0.0,0.0,0.0,-0.85,1.66,0.0
20160303:2010,0.0,0.0,0.0,-1.01,1.86,0.0
20160303:2110,0.0,0.0,0.0,-1.22,1.93,0.0
20160303:2210,0.0,0.0,0.0,-0.67,2.28,0.0
20160303:2310,0.0,0.0,0.0,-0.84,2.55,0.0
20160304:0010,0.0,0.0,0.0,-0.47,2.76,0.0
20160304:0110,0.0,0.0,0.0,-0.2,2.62,0.0
20160304:0210,0.0,0.0,0.0,-0.22,2.28,0.0
20160304:0310,0.0,0.0,0.0,-0.36,2.0,0.0
20160304:0410,0.0,0.0,0.0,-0.53,1.86,0.0
20160304:0510,0.0,0.0,0.0,-0.54,1.59,0.0
20160304:0610,0.0,8.59,2.58,-0.73,1.17,0.0
20160304:0710,826.2,236.75,12.06,-0.4,0.76,0.0
20160304:0810,1865.76,475.73,20.68,0.52,1.1,0.0
20160304:0910,2638.0,666.46,27.87,1.89,1.52,0.0
20160304:1010,2872.04,727.19,32.98,2.46,1.86,0.0
20160304:1110,2946.32,746.39,35.33,3.83,2.55,0.0
20160304:1210,2442.84,617.11,34.56,4.66,3.03,0.0
20160304:1310,1853.28,471.85,30.79,5.28,3.24,0.0
20160304:1410,1276.8,334.3,24.57,5.53,3.31,0.0
20160304:1510,421.8,133.62,16.61,5.24,3.1,0.0
20160304:1610,98.48,51.43,7.51,4.38,2.76,0.0
20160304:1710,0.0,0.0,0.0,3.45,2.69,0.0
20160304:1810,0.0,0.0,0.0,2.6,2.41,0.0
20160304:1910,0.0,0.0,0.0,1.77,2.69,0.0
20160304:2010,0.0,0.0,0.0,1.36,2.69,0.0
20160304:2110,0.0,0.0,0.0,0.89,2.48,0.0
20160304:2210,0.0,0.0,0.0,0.19,2.0,0.0
20160304:2310,0.0,0.0,0.0,-0.69,1.66,0.0
20160305:0010,0.0,0.0,0.0,-0.26,1.31,0.0
20160305:0110,0.0,0.0,0.0,-0.13,1.17,0.0
20160305:0210,0.0,0.0,0.0,-0.44,1.17,0.0
20160305:0310,0.0,0.0,0.0,-1.35,1.31,0.0
20160305:0410,0.0,0.0,0.0,-2.19,1.38,0.0
20160305:0510,0.0,0.0,0.0,-2.23,1.38,0.0
20160305:0610,0.0,13.75,2.9,-1.03,0.83,0.0
20160305:0710,85.64,46.79,12.4,-0.87,1.66,0.0
20160305:0810,702.44,199.31,21.03,1.12,1.59,0.0
20160305:0910,384.92,124.77,28.24,3.8,1.52,0.0
20160305:1010,753.52,213.17,33.36,4.53,1.66,0.0
20160305:1110,995.68,270.43,35.72,4.71,1.66,0.0
20160305:1210,837.52,233.93,34.93,6.47,1.72,0.0
20160305:1310,1046.0,281.98,31.13,5.75,2.14,0.0
20160305:1410,358.0,118.34,24.89,5.21,2.69,0.0
20160305:1510,139.4,62.38,16.89,5.38,2.62,0.0
20160305:1610,21.48,26.6,7.77,4.15,2.55,0.0
20160305:1710,0.0,0.0,0.0,3.0,2.41,0.0
20160305:1810,0.0,0.0,0.0,2.13,2.21,0.0
20160305:1910,0.0,0.0,0.0,1.88,2.0,0.0
20160305:2010,0.0,0.0,0.0,1.13,2.21,0.0
20160305:2110,0.0,0.0,0.0,0.83,2.07,0.0
20160305:2210,0.0,0.0,0.0,0.67,2.0,0.0
20160305:2310,0.0,0.0,0.0,0.52,2.55,0.0
20160306:0010,0.0,0.0,0.0,0.5,2.55,0.0
20160306:0110,0.0,0.0,0.0,0.37,2.34,0.0
20160306:0210,0.0,0.0,0.0,0.38,2.28,0.0
20160306:0310,0.0,0.0,0.0,0.15,1.93,0.0
20160306:0410,0.0,0.0,0.0,0.09,1.93,0.0
20160306:0510,0.0,0.0,0.0,0.31,2.28,0.0
20160306:0610,0.0,12.89,3.23,0.53,3.31,0.0
20160306:0710,320.48,109.24,12.74,0.75,3.31,0.0
20160306:0810,510.68,153.75,21.39,0.85,4.48,0.0
20160306:0910,533.72,159.65,28.62,1.49,3.66,0.0
20160306:1010,1132.24,299.84,33.75,2.24,3.38,0.0
20160306:1110,1815.8,461.59,36.11,3.03,3.38,0.0
20160306:1210,1526.64,393.3,35.31,3.61,3.31,0.0
20160306:1310,960.52,260.49,31.48,3.85,3.38,0.0
20160306:1410,737.28,207.92,25.2,3.91,3.52,0.0
20160306:1510,1788.72,456.7,17.18,3.69,3.38,0.0
20160306:1610,648.96,197.23,8.03,3.14,2.97,0.0
20160306:1710,0.0,0.0,0.0,2.07,2.41,0.0
20160306:1810,0.0,0.0,0.0,0.32,2.07,0.0
20160306:1910,0.0,0.0,0.0,-1.85,2.07,0.0
20160306:2010,0.0,0.0,0.0,-3.35,2.0,0.0
20160306:2110,0.0,0.0,0.0,-3.96,1.93,0.0
20160306:2210,0.0,0.0,0.0,-4.33,1.86,0.0
20160306:2310,0.0,0.0,0.0,-4.6,1.86,0.0
20160307:0010,0.0,0.0,0.0,-4.67,1.86,0.0
20160307:0110,0.0,0.0,0.0,-5.11,1.93,0.0
20160307:0210,0.0,0.0,0.0,-5.51,1.93,0.0
20160307:0310,0.0,0.0,0.0,-5.56,1.93,0.0
20160307:0410,0.0,0.0,0.0,-4.99,1.72,0.0
20160307:0510,0.0,0.0,0.0,-4.11,1.59,0.0
20160307:0610,2.64,20.72,3.56,-3.43,1.38,0.0
20160307:0710,303.68,104.76,13.08,-0.91,0.9,0.0
20160307:0810,1287.72,336.54,21.75,0.36,1.03,0.0
20160307:0910,2114.92,534.2,28.99,0.95,1.52,0.0
20160307:1010,511.48,155.04,34.14,2.29,1.31,0.0
20160307:1110,120.28,56.88,36.5,2.52,1.24,0.0
20160307:1210,188.28,75.23,35.68,3.03,1.1,0.0
20160307:1310,950.16,259.01,31.82,3.24,0.97,0.0
20160307:1410,1347.28,351.72,25.51,3.05,0.83,0.0
20160307:1510,926.6,252.76,17.46,2.79,1.03,0.0
20160307:1610,465.8,149.93,8.3,2.31,1.17,0.0
20160307:1710,0.0,0.0,0.0,1.39,1.17,0.0
20160307:1810,0.0,0.0,0.0,0.55,1.31,0.0
20160307:1910,0.0,0.0,0.0,-0.84,1.31,0.0
20160307:2010,0.0,0.0,0.0,-0.37,0.97,0.0
20160307:2110,0.0,0.0,0.0,-0.42,0.62,0.0
20160307:2210,0.0,0.0,0.0,-0.83,0.48,0.0
20160307:2310,0.0,0.0,0.0,-1.09,0.41,0.0
20160308:0010,0.0,0.0,0.0,-1.44,0.14,0.0
20160308:0110,0.0,0.0,0.0,-1.65,0.14,0.0
20160308:0210,0.0,0.0,0.0,-2.18,0.41,0.0
20160308:0310,0.0,0.0,0.0,-2.14,0.69,0.0
20160308:0410,0.0,0.0,0.0,-2.0,0.9,0.0
20160308:0510,0.0,0.0,0.0,-2.29,1.17,0.0
20160308:0610,1.68,19.39,3.9,-2.95,1.31,0.0
20160308:0710,0.0,0.0,0.0,-2.63,1.59,0.0
20160308:0810,311.44,105.5,22.11,-2.39,1.79,0.0
20160308:0910,722.52,203.77,29.37,0.06,2.07,0.0
20160308:1010,555.44,165.13,34.53,1.39,2.14,0.0
20160308:1110,1784.84,455.49,36.9,2.15,2.0,0.0
20160308:1210,1342.08,350.91,36.06,2.67,1.52,0.0
20160308:1310,2345.08,594.71,32.17,2.86,1.38,0.0
20160308:1410,582.08,171.77,25.82,2.96,1.45,0.0
20160308:1510,1513.68,392.89,17.74,3.83,1.45,0.0
20160308:1610,428.52,140.11,8.56,2.6,1.31,0.0
20160308:1710,0.0,0.0,0.0,2.32,0.9,0.0
20160308:1810,0.0,0.0,0.0,2.56,0.48,0.0
20160308:1910,0.0,0.0,0.0,0.49,0.97,0.0
20160308:2010,0.0,0.0,0.0,-0.3,0.9,0.0
20160308:2110,0.0,0.0,0.0,-1.21,0.97,0.0
20160308:2210,0.0,0.0,0.0,-1.66,0.97,0.0
20160308:2310,0.0,0.0,0.0,-1.91,0.83,0.0
20160309:0010,0.0,0.0,0.0,-2.39,0.76,0.0
20160309:0110,0.0,0.0,0.0,-2.86,0.76,0.0
20160309:0210,0.0,0.0,0.0,-3.31,0.69,0.0
20160309:0310,0.0,0.0,0.0,-3.62,0.55,0.0
20160309:0410,0.0,0.0,0.0,-3.94,0.76,0.0
20160309:0510,0.0,0.0,0.0,-4.07,1.1,0.0
20160309:0610,46.52,41.26,4.23,-4.09,1.31,0.0
20160309:0710,0.0,0.0,0.0,-2.5,1.1,0.0
20160309:0810,367.52,119.21,22.47,-2.14,1.59,0.0
20160309:0910,232.28,86.24,29.75,1.03,2.9,0.0
20160309:1010,245.92,89.91,34.93,2.54,3.24,0.0
20160309:1110,322.36,109.17,37.29,3.47,3.17,0.0
20160309:1210,878.76,242.62,36.43,4.92,2.76,0.0
20160309:1310,3250.6,829.95,32.51,5.88,2.48,0.0
20160309:1410,2810.88,713.63,26.13,6.77,2.62,0.0
20160309:1510,1910.92,490.55,18.02,6.8,2.83,0.0
20160309:1610,755.88,225.81,8.82,6.11,2.34,0.0
20160309:1710,0.0,0.0,0.0,4.53,2.14,0.0
20160309:1810,0.0,0.0,0.0,2.93,2.34,0.0
20160309:1910,0.0,0.0,0.0,0.32,1.38,0.0
20160309:2010,0.0,0.0,0.0,-0.32,1.17,0.0
20160309:2110,0.0,0.0,0.0,-0.21,0.83,0.0
20160309:2210,0.0,0.0,0.0,-0.34,0.48,0.0
20160309:2310,0.0,0.0,0.0,-0.74,0.14,0.0
20160310:0010,0.0,0.0,0.0,-1.43,0.21,0.0
20160310:0110,0.0,0.0,0.0,-2.08,0.28,0.0
20160310:0210,0.0,0.0,0.0,-2.65,0.41,0.0
